Delivery Number: 5, Reason: Missing Weight
Delivery Number: 99651, Reason: Weight cannot be zero or negative
Delivery Number: 99665, Reason: Missing Area
Delivery Number: 99677, Reason: Weight cannot be zero or negative
Delivery Number: 99679, Reason: Weight cannot be zero or negative
Delivery Number: 99690, Reason: Missing Weight
Delivery Number: 99693, Reason: Missing Priority
Delivery Number: 99698, Reason: Missing Area
Delivery Number: 99708, Reason: Weight cannot be zero or negative
Delivery Number: 99744, Reason: Weight cannot be zero or negative
Delivery Number: 99750, Reason: Missing Priority
Delivery Number: 99784, Reason: Missing Area
Delivery Number: 99800, Reason: Weight exceeds capacity
Delivery Number: 99820, Reason: Missing Weight
Delivery Number: 99823, Reason: Weight exceeds capacity
Delivery Number: 99851, Reason: Missing Priority
Delivery Number: 99853, Reason: Missing Weight
Delivery Number: 99859, Reason: Missing Weight
Delivery Number: 99876, Reason: Missing Priority
Delivery Number: 99879, Reason: Missing Priority
Delivery Number: 99884, Reason: Weight cannot be zero or negative
Delivery Number: 99885, Reason: Weight cannot be zero or negative
Delivery Number: 99910, Reason: Missing Area
Delivery Number: 99922, Reason: Missing Area
Delivery Number: 99924, Reason: Missing Priority
Delivery Number: 99942, Reason: Missing Weight
Delivery Number: 99945, Reason: Missing Area
Delivery Number: 99960, Reason: Missing Area
Delivery Number: 99977, Reason: Missing Area
Delivery Number: 99985, Reason: Missing Area
Delivery Number: 99986, Reason: Weight cannot be zero or negative
Delivery Number: 99990, Reason: Weight cannot be zero or negative
Delivery Number: 99991, Reason: Weight exceeds capacity
Delivery Number: 99993, Reason: Missing Area
Delivery Number: 99994, Reason: Weight cannot be zero or negative
Delivery Number: 100027, Reason: Weight cannot be zero or negative
Delivery Number: 100039, Reason: Missing Area
Delivery Number: 100058, Reason: Missing Area
Delivery Number: 100063, Reason: Weight cannot be zero or negative
Delivery Number: 100104, Reason: Weight exceeds capacity
Delivery Number: 100118, Reason: Missing Weight
Delivery Number: 100142, Reason: Weight cannot be zero or negative
Delivery Number: 100147, Reason: Weight cannot be zero or negative
Delivery Number: 100149, Reason: Missing Area
Delivery Number: 100168, Reason: Missing Weight
Delivery Number: 100169, Reason: Missing Area
Delivery Number: 100198, Reason: Weight cannot be zero or negative
Delivery Number: 100199, Reason: Missing Area
Delivery Number: 100206, Reason: Weight cannot be zero or negative
Delivery Number: 100227, Reason: Missing Weight
Delivery Number: 100230, Reason: Weight exceeds capacity
Delivery Number: 100238, Reason: Weight cannot be zero or negative
Delivery Number: 100243, Reason: Missing Weight
Delivery Number: 100254, Reason: Weight exceeds capacity
Delivery Number: 100268, Reason: Missing Area
Delivery Number: 100282, Reason: Weight exceeds capacity
Delivery Number: 100284, Reason: Missing Priority
Delivery Number: 100288, Reason: Weight cannot be zero or negative
Delivery Number: 100305, Reason: Missing Area
Delivery Number: 100321, Reason: Missing Area
Delivery Number: 100329, Reason: Weight cannot be zero or negative
Delivery Number: 100339, Reason: Weight exceeds capacity
Delivery Number: 100353, Reason: Missing Area
Delivery Number: 100356, Reason: Weight cannot be zero or negative
Delivery Number: 100366, Reason: Missing Priority
Delivery Number: 100372, Reason: Missing Weight
Delivery Number: 100401, Reason: Missing Weight
Delivery Number: 100406, Reason: Missing Area
Delivery Number: 100420, Reason: Weight cannot be zero or negative
Delivery Number: 100439, Reason: Weight cannot be zero or negative
Delivery Number: 100441, Reason: Weight exceeds capacity
Delivery Number: 100485, Reason: Missing Weight
Delivery Number: 100497, Reason: Weight cannot be zero or negative
Delivery Number: 100500, Reason: Weight cannot be zero or negative
Delivery Number: 100503, Reason: Missing Area
Delivery Number: 100522, Reason: Weight cannot be zero or negative
Delivery Number: 100528, Reason: Weight cannot be zero or negative
Delivery Number: 100534, Reason: Missing Area
Delivery Number: 100537, Reason: Missing Weight
Delivery Number: 100551, Reason: Weight cannot be zero or negative
Delivery Number: 100552, Reason: Missing Area
Delivery Number: 100564, Reason: Weight cannot be zero or negative
Delivery Number: 100571, Reason: Missing Area
Delivery Number: 100601, Reason: Missing Weight
Delivery Number: 100618, Reason: Missing Area
Delivery Number: 100621, Reason: Missing Area
Delivery Number: 100634, Reason: Missing Area
Delivery Number: 100649, Reason: Missing Weight
Delivery Number: 100655, Reason: Missing Area
Delivery Number: 100666, Reason: Weight cannot be zero or negative
Delivery Number: 100683, Reason: Missing Priority
Delivery Number: 100689, Reason: Missing Priority
Delivery Number: 100720, Reason: Weight cannot be zero or negative
Delivery Number: 100723, Reason: Weight cannot be zero or negative
Delivery Number: 100727, Reason: Missing Area
Delivery Number: 100734, Reason: Weight cannot be zero or negative
Delivery Number: 100736, Reason: Missing Area
Delivery Number: 100739, Reason: Missing Area
Delivery Number: 100787, Reason: Missing Weight
Delivery Number: 100791, Reason: Missing Weight
Delivery Number: 100813, Reason: Weight cannot be zero or negative
Delivery Number: 100814, Reason: Weight cannot be zero or negative
Delivery Number: 100818, Reason: Missing Area
Delivery Number: 100831, Reason: Weight cannot be zero or negative
Delivery Number: 100897, Reason: Weight cannot be zero or negative
Delivery Number: 100923, Reason: Weight cannot be zero or negative
Delivery Number: 100934, Reason: Missing Area
Delivery Number: 100939, Reason: Weight cannot be zero or negative
Delivery Number: 100948, Reason: Missing Area
Delivery Number: 100967, Reason: Missing Priority
Delivery Number: 100981, Reason: Missing Area
Delivery Number: 100990, Reason: Missing Weight
Delivery Number: 100998, Reason: Missing Priority
Delivery Number: 101003, Reason: Missing Area
Delivery Number: 101025, Reason: Missing Area
Delivery Number: 101026, Reason: Weight exceeds capacity
Delivery Number: 101034, Reason: Missing Priority
Delivery Number: 101036, Reason: Missing Area
Delivery Number: 101056, Reason: Weight exceeds capacity
Delivery Number: 101076, Reason: Missing Priority
Delivery Number: 101090, Reason: Missing Area
Delivery Number: 101100, Reason: Weight cannot be zero or negative
Delivery Number: 101127, Reason: Missing Area
Delivery Number: 101130, Reason: Missing Area
Delivery Number: 101132, Reason: Missing Area
Delivery Number: 101133, Reason: Missing Area
Delivery Number: 101140, Reason: Weight cannot be zero or negative
Delivery Number: 101142, Reason: Missing Area
Delivery Number: 101157, Reason: Weight cannot be zero or negative
Delivery Number: 101162, Reason: Missing Area
Delivery Number: 101212, Reason: Missing Weight
Delivery Number: 101257, Reason: Missing Area
Delivery Number: 101267, Reason: Weight cannot be zero or negative
Delivery Number: 101281, Reason: Missing Weight
Delivery Number: 101297, Reason: Weight cannot be zero or negative
Delivery Number: 101342, Reason: Missing Weight
Delivery Number: 101350, Reason: Missing Weight
Delivery Number: 101360, Reason: Missing Weight
Delivery Number: 101384, Reason: Missing Area
Delivery Number: 101385, Reason: Weight exceeds capacity
Delivery Number: 101401, Reason: Missing Weight
Delivery Number: 101459, Reason: Missing Weight
Delivery Number: 101470, Reason: Weight cannot be zero or negative
Delivery Number: 101476, Reason: Missing Area
Delivery Number: 101489, Reason: Missing Area
Delivery Number: 101495, Reason: Missing Priority
Delivery Number: 101499, Reason: Missing Area
Delivery Number: 101501, Reason: Weight cannot be zero or negative
Delivery Number: 101504, Reason: Missing Area
Delivery Number: 101510, Reason: Weight exceeds capacity
Delivery Number: 101556, Reason: Missing Area
Delivery Number: 101584, Reason: Missing Area
Delivery Number: 101618, Reason: Missing Weight
Delivery Number: 101638, Reason: Weight cannot be zero or negative
Delivery Number: 101644, Reason: Weight exceeds capacity
Delivery Number: 101660, Reason: Missing Weight
Delivery Number: 101662, Reason: Missing Area
Delivery Number: 101666, Reason: Missing Weight
Delivery Number: 101674, Reason: Weight cannot be zero or negative
Delivery Number: 101678, Reason: Missing Priority
Delivery Number: 101681, Reason: Weight cannot be zero or negative
Delivery Number: 101726, Reason: Weight cannot be zero or negative
Delivery Number: 101731, Reason: Missing Area
Delivery Number: 101759, Reason: Weight exceeds capacity
Delivery Number: 101762, Reason: Missing Weight
Delivery Number: 101766, Reason: Missing Area
Delivery Number: 101795, Reason: Missing Weight
Delivery Number: 101826, Reason: Missing Area
Delivery Number: 101840, Reason: Weight exceeds capacity
Delivery Number: 101843, Reason: Weight exceeds capacity
Delivery Number: 101853, Reason: Missing Area
Delivery Number: 101867, Reason: Missing Weight
Delivery Number: 101872, Reason: Weight cannot be zero or negative
Delivery Number: 101876, Reason: Missing Area
Delivery Number: 101877, Reason: Weight cannot be zero or negative
Delivery Number: 101894, Reason: Weight exceeds capacity
Delivery Number: 101905, Reason: Missing Area
Delivery Number: 101914, Reason: Weight cannot be zero or negative
Delivery Number: 101954, Reason: Weight cannot be zero or negative
Delivery Number: 101955, Reason: Weight cannot be zero or negative
Delivery Number: 101969, Reason: Weight exceeds capacity
Delivery Number: 101974, Reason: Missing Priority
Delivery Number: 101982, Reason: Missing Area
Delivery Number: 102050, Reason: Missing Area
Delivery Number: 102057, Reason: Missing Area
Delivery Number: 102062, Reason: Missing Area
Delivery Number: 102068, Reason: Missing Area
Delivery Number: 102089, Reason: Missing Priority
Delivery Number: 102091, Reason: Missing Area
Delivery Number: 102092, Reason: Missing Weight
Delivery Number: 102094, Reason: Weight cannot be zero or negative
Delivery Number: 102102, Reason: Missing Priority
Delivery Number: 102112, Reason: Missing Priority
Delivery Number: 102117, Reason: Missing Area
Delivery Number: 102119, Reason: Missing Area
Delivery Number: 102120, Reason: Missing Area
Delivery Number: 102121, Reason: Missing Area
Delivery Number: 102151, Reason: Weight cannot be zero or negative
Delivery Number: 102162, Reason: Weight exceeds capacity
Delivery Number: 102165, Reason: Missing Area
Delivery Number: 102168, Reason: Missing Area
Delivery Number: 102178, Reason: Missing Area
Delivery Number: 102182, Reason: Missing Weight
Delivery Number: 102214, Reason: Missing Area
Delivery Number: 102218, Reason: Weight cannot be zero or negative
Delivery Number: 102256, Reason: Missing Area
Delivery Number: 102266, Reason: Missing Area
Delivery Number: 102267, Reason: Weight cannot be zero or negative
Delivery Number: 102288, Reason: Missing Priority
Delivery Number: 102301, Reason: Missing Priority
Delivery Number: 102303, Reason: Missing Weight
Delivery Number: 102305, Reason: Weight exceeds capacity
Delivery Number: 102309, Reason: Weight cannot be zero or negative
Delivery Number: 102329, Reason: Weight exceeds capacity
Delivery Number: 102383, Reason: Missing Area
Delivery Number: 102390, Reason: Missing Area
Delivery Number: 102394, Reason: Weight cannot be zero or negative
Delivery Number: 102395, Reason: Missing Area
Delivery Number: 102397, Reason: Missing Area
Delivery Number: 102434, Reason: Missing Priority
Delivery Number: 102441, Reason: Missing Priority
Delivery Number: 102454, Reason: Missing Weight
Delivery Number: 102462, Reason: Weight cannot be zero or negative
Delivery Number: 102478, Reason: Missing Priority
Delivery Number: 102481, Reason: Missing Weight
Delivery Number: 102514, Reason: Missing Weight
Delivery Number: 102515, Reason: Missing Area
Delivery Number: 102517, Reason: Missing Area
Delivery Number: 102524, Reason: Missing Weight
Delivery Number: 102527, Reason: Missing Weight
Delivery Number: 102537, Reason: Weight exceeds capacity
Delivery Number: 102542, Reason: Weight cannot be zero or negative
Delivery Number: 102551, Reason: Weight exceeds capacity
Delivery Number: 102554, Reason: Weight cannot be zero or negative
Delivery Number: 102572, Reason: Missing Area
Delivery Number: 102575, Reason: Missing Weight
Delivery Number: 102579, Reason: Weight cannot be zero or negative
Delivery Number: 102581, Reason: Missing Priority
Delivery Number: 102595, Reason: Missing Priority
Delivery Number: 102635, Reason: Weight cannot be zero or negative
Delivery Number: 102642, Reason: Missing Area
Delivery Number: 102666, Reason: Missing Priority
Delivery Number: 102670, Reason: Missing Weight
Delivery Number: 102672, Reason: Weight cannot be zero or negative
Delivery Number: 102679, Reason: Weight cannot be zero or negative
Delivery Number: 102685, Reason: Weight cannot be zero or negative
Delivery Number: 102715, Reason: Missing Area
Delivery Number: 102728, Reason: Missing Weight
Delivery Number: 102734, Reason: Missing Weight
Delivery Number: 102737, Reason: Missing Priority
Delivery Number: 102744, Reason: Missing Area
Delivery Number: 102776, Reason: Weight cannot be zero or negative
Delivery Number: 102778, Reason: Missing Area
Delivery Number: 102790, Reason: Missing Weight
Delivery Number: 102802, Reason: Weight cannot be zero or negative
Delivery Number: 102814, Reason: Missing Area
Delivery Number: 102837, Reason: Weight exceeds capacity
Delivery Number: 102879, Reason: Missing Area
Delivery Number: 102890, Reason: Weight cannot be zero or negative
Delivery Number: 102901, Reason: Weight cannot be zero or negative
Delivery Number: 102918, Reason: Missing Area
Delivery Number: 102950, Reason: Weight cannot be zero or negative
